kommunenummer,kommune,fylkesnummer,fylke,aar_start,aar_slutt,folkemengde_start,folkemengde_slutt,vekst,vekst_pst,fodselsoverskudd_sum,nettoinnflytting_sum,folketilvekst_sum,restledd_sum,grenseavvik_sum,grenseavvik_maks_pst,grenseavvik_maks_aar,aar_uten_folketall,aar_med_stromtall,sammenlignbar,rangering
3222,Lørenskog,32,Akershus,2011,2026,33308,51511,18203,0.5465053440614868,2957.0,15193.0,18203.0,53.0,0.0,0.0,2011,0.0,15,true,1
3209,Ullensaker,32,Akershus,2011,2026,30081,45982,15901,0.5286060968717795,2894.0,12996.0,15901.0,11.0,0.0,0.0,2011,0.0,15,true,2
3238,Nannestad,32,Akershus,2011,2026,11128,16662,5534,0.4973040977713875,1025.0,4490.0,5534.0,19.0,0.0,0.0,2011,0.0,15,true,3
3216,Vestby,32,Akershus,2011,2026,14708,20167,5459,0.3711585531683438,1176.0,4271.0,5457.0,10.0,2.0,0.0001007302946361118,2025,0.0,15,true,4
3114,Våler (Østfold),31,Østfold,2011,2026,4573,6229,1656,0.3621255193527225,417.0,1225.0,1656.0,14.0,0.0,0.0,2011,0.0,15,true,5
3240,Eidsvoll,32,Akershus,2011,2026,21128,28739,7611,0.36023286633850815,1189.0,6405.0,7611.0,17.0,0.0,0.0,2011,0.0,15,true,6
3218,Ås,32,Akershus,2011,2026,16733,22725,5992,0.3580947827645969,1348.0,4836.0,6205.0,21.0,-213.0,0.010474551266289649,2019,0.0,15,false,
5014,Frøya,50,Trøndelag - Trööndelage,2011,2026,4326,5794,1468,0.3393435043920481,148.0,1315.0,1468.0,5.0,0.0,0.0,2011,0.0,15,true,7
3224,Rælingen,32,Akershus,2011,2026,15920,20904,4984,0.31306532663316583,1729.0,3260.0,4984.0,-5.0,0.0,0.0,2011,0.0,15,true,8
3228,Nes,32,Akershus,2011,2026,19049,24948,5899,0.3096750485589795,738.0,4451.0,5217.0,28.0,682.0,0.03116289696138908,2019,0.0,15,false,
3205,Lillestrøm,32,Akershus,2011,2026,74869,96771,21902,0.2925376323979217,4974.0,17618.0,22584.0,-8.0,-682.0,0.007952703569387922,2019,0.0,15,false,
1108,Sandnes,11,Rogaland,2011,2026,67411,85785,18374,0.2725667917698892,8626.0,9926.0,18571.0,19.0,-197.0,0.002078047909840768,2019,0.0,15,true,9
4624,Bjørnafjorden,46,Vestland,2011,2026,21061,26753,5692,0.2702625706281753,1860.0,3835.0,5692.0,-3.0,0.0,0.0,2011,0.0,15,true,10
5029,Skaun,50,Trøndelag - Trööndelage,2011,2026,6756,8574,1818,0.2690941385435169,741.0,1079.0,1818.0,-2.0,0.0,0.0,2011,0.0,15,true,11
1124,Sola,11,Rogaland,2011,2026,23350,29541,6191,0.2651391862955032,3028.0,3172.0,6157.0,-43.0,34.0,0.0013028816676885345,2016,0.0,15,true,12
3326,Hemsedal,33,Buskerud,2011,2026,2140,2707,567,0.2649532710280374,125.0,433.0,567.0,9.0,0.0,0.0,2011,0.0,15,true,13
3230,Gjerdrum,32,Akershus,2011,2026,5990,7478,1488,0.24841402337228716,291.0,1172.0,1488.0,25.0,0.0,0.0,2011,0.0,15,true,14
3903,Holmestrand,39,Vestfold,2011,2026,21754,27086,5332,0.24510434862554012,373.0,4802.0,5184.0,9.0,148.0,0.0060968074150360456,2019,0.0,15,false,
1121,Time,11,Rogaland,2011,2026,16450,20461,4011,0.24382978723404256,2017.0,1998.0,4011.0,-4.0,0.0,0.0,2011,0.0,15,true,15
3905,Tønsberg,39,Vestfold,2011,2026,48579,60246,11667,0.24016550361267214,1381.0,8205.0,9606.0,20.0,2061.0,0.04289559811762883,2016,0.0,15,false,
4626,Øygarden,46,Vestland,2011,2026,32785,40641,7856,0.2396217782522495,3257.0,4589.0,7856.0,10.0,0.0,0.0,2011,0.0,15,true,16
1532,Giske,15,Møre og Romsdal,2011,2026,7149,8828,1679,0.23485802210099316,721.0,963.0,1678.0,-6.0,1.0,0.00011907597046915932,2019,0.0,15,true,17
3314,Øvre Eiker,33,Buskerud,2011,2026,16987,20965,3978,0.23417907811856126,531.0,3414.0,3949.0,4.0,29.0,0.0014714090009640265,2021,0.0,15,true,18
1120,Klepp,11,Rogaland,2011,2026,17397,21444,4047,0.23262631488187618,2160.0,1868.0,4047.0,19.0,0.0,0.0,2011,0.0,15,true,19
3232,Nittedal,32,Akershus,2011,2026,21165,26032,4867,0.22995511457595086,1285.0,3563.0,4867.0,19.0,0.0,0.0,2011,0.0,15,true,20
4214,Froland,42,Agder,2011,2026,5127,6299,1172,0.22859371952408816,364.0,800.0,1172.0,8.0,0.0,0.0,2011,0.0,15,true,21
4202,Grimstad,42,Agder,2011,2026,20823,25569,4746,0.22792104884022474,1183.0,3551.0,4747.0,13.0,-1.0,0.00004344614849893557,2018,0.0,15,true,22
1130,Strand,11,Rogaland,2011,2026,11379,13959,2580,0.22673345636699183,1084.0,1337.0,2418.0,-3.0,162.0,0.012735849056603774,2019,0.0,15,false,
3312,Lier,33,Buskerud,2011,2026,23580,28797,5217,0.22124681933842238,1172.0,4034.0,5217.0,11.0,0.0,0.0,2011,0.0,15,true,23
3207,Nordre Follo,32,Akershus,2011,2026,53659,65381,11722,0.21845356790100448,2877.0,8598.0,11482.0,7.0,240.0,0.0036574686196060922,2019,0.0,15,true,24
5001,Trondheim - Tråante,50,Trøndelag - Trööndelage,2011,2026,179380,218460,39080,0.21786152302374848,15452.0,23546.0,39080.0,82.0,0.0,0.0,2011,0.0,15,true,25
4215,Lillesand,42,Agder,2011,2026,9713,11822,2109,0.21713167919283435,411.0,1684.0,2109.0,14.0,0.0,0.0,2011,0.0,15,true,26
0301,Oslo - Oslove,03,Oslo - Oslove,2011,2026,599230,728714,129484,0.2160839744338568,82019.0,47732.0,129474.0,-277.0,10.0,5.939397359046964e-6,2018,0.0,15,true,27
3203,Asker,32,Akershus,2011,2026,83703,101509,17806,0.2127283370966393,3995.0,13754.0,17806.0,57.0,0.0,0.0,2011,0.0,15,true,28
1531,Sula,15,Møre og Romsdal,2011,2026,8096,9798,1702,0.21022727272727273,646.0,1057.0,1702.0,-1.0,0.0,0.0,2011,0.0,15,true,29
1122,Gjesdal,11,Rogaland,2011,2026,10508,12715,2207,0.21003045298819947,1434.0,777.0,2207.0,-4.0,0.0,0.0,2011,0.0,15,true,30
3226,Aurskog-Høland,32,Akershus,2011,2026,15310,18458,3148,0.20561724363161332,89.0,3049.0,3148.0,10.0,0.0,0.0,2011,0.0,15,true,31
4204,Kristiansand,42,Agder,2011,2026,99102,119287,20185,0.2036790377590765,6446.0,13636.0,20186.0,104.0,-1.0,9.058709496245165e-6,2019,0.0,15,true,32
3212,Nesodden,32,Akershus,2011,2026,17515,21005,3490,0.19925777904653155,867.0,2614.0,3490.0,9.0,0.0,0.0,2011,0.0,15,true,33
4627,Askøy,46,Vestland,2011,2026,25602,30600,4998,0.1952191235059761,2711.0,2290.0,4998.0,-3.0,0.0,0.0,2011,0.0,15,true,34
1119,Hå,11,Rogaland,2011,2026,16822,20087,3265,0.19409107121626443,2183.0,1079.0,3265.0,3.0,0.0,0.0,2011,0.0,15,true,35
3103,Moss,31,Østfold,2011,2026,44691,53207,8516,0.19055290774428857,-254.0,8734.0,8515.0,35.0,1.0,0.000020462032698328252,2019,0.0,15,true,36
5028,Melhus,50,Trøndelag - Trööndelage,2011,2026,15028,17828,2800,0.18631887143997872,1008.0,1789.0,2800.0,3.0,0.0,0.0,2011,0.0,15,true,37
4223,Vennesla,42,Agder,2011,2026,13334,15772,2438,0.18284085795710214,1029.0,1401.0,2438.0,8.0,0.0,0.0,2011,0.0,15,true,38
3201,Bærum,32,Akershus,2011,2026,112789,133228,20439,0.1812144801354742,6207.0,14191.0,20440.0,42.0,-1.0,7.883886125148809e-6,2019,0.0,15,true,39
5031,Malvik,50,Trøndelag - Trööndelage,2011,2026,12677,14961,2284,0.18016880965528123,1149.0,1134.0,2284.0,1.0,0.0,0.0,2011,0.0,15,true,40
3403,Hamar,34,Innlandet,2011,2026,28662,33817,5155,0.1798548600935036,-752.0,5894.0,5155.0,13.0,0.0,0.0,2011,0.0,15,true,41
4625,Austevoll,46,Vestland,2011,2026,4680,5515,835,0.17841880341880342,359.0,480.0,835.0,-4.0,0.0,0.0,2011,0.0,15,true,42
1127,Randaberg,11,Rogaland,2011,2026,10061,11841,1780,0.1769207832223437,930.0,847.0,1779.0,2.0,1.0,0.00009047317470370036,2019,0.0,15,true,43
3242,Hurdal,32,Akershus,2011,2026,2619,3078,459,0.17525773195876287,-26.0,480.0,459.0,5.0,0.0,0.0,2011,0.0,15,true,44
3310,Hole,33,Buskerud,2011,2026,6140,7205,1065,0.1734527687296417,142.0,918.0,1065.0,5.0,0.0,0.0,2011,0.0,15,true,45
4212,Vegårshei,42,Agder,2011,2026,1922,2253,331,0.17221644120707597,11.0,320.0,331.0,0.0,0.0,0.0,2011,0.0,15,true,46
5501,Tromsø,55,Troms - Romsa - Tromssa,2011,2026,68239,79943,11704,0.17151482290185965,6507.0,5155.0,11704.0,42.0,0.0,0.0,2011,0.0,15,true,47
4640,Sogndal,46,Vestland,2011,2026,10728,12552,1824,0.17002237136465326,634.0,1302.0,1934.0,-2.0,-110.0,0.00932124396237607,2019,0.0,15,false,
3118,Indre Østfold,31,Østfold,2011,2026,41108,47943,6835,0.16626933930135254,533.0,6300.0,6865.0,32.0,-30.0,0.0006111825328247171,2025,0.0,15,true,48
1508,Ålesund,15,Møre og Romsdal,2011,2026,51201,59663,8462,0.1652702095662194,2891.0,5555.0,8483.0,37.0,-21.0,0.16599111111111112,2023,0.0,15,false,
1547,Aukra,15,Møre og Romsdal,2011,2026,3249,3780,531,0.1634349030470914,18.0,505.0,516.0,-7.0,15.0,0.004238485447866629,2019,0.0,15,true,49
3303,Kongsberg,33,Buskerud,2011,2026,25090,29169,4079,0.16257473096851335,480.0,3582.0,4078.0,16.0,1.0,0.00003638877770095702,2019,0.0,15,true,50
5035,Stjørdal,50,Trøndelag - Trööndelage,2011,2026,21659,25108,3449,0.15924096218661987,939.0,2501.0,3449.0,9.0,0.0,0.0,2011,0.0,15,true,51
5601,Alta,56,Finnmark - Finnmárku - Finmarkku,2011,2026,19071,22074,3003,0.1574642126789366,1881.0,1107.0,3003.0,15.0,0.0,0.0,2011,0.0,15,true,52
3107,Fredrikstad,31,Østfold,2011,2026,74579,86243,11664,0.15639791362179703,-15.0,11634.0,11664.0,45.0,0.0,0.0,2011,0.0,15,true,53
1516,Ulstein,15,Møre og Romsdal,2011,2026,7751,8958,1207,0.1557218423429235,540.0,644.0,1207.0,23.0,0.0,0.0,2011,0.0,15,true,54
4631,Alver,46,Vestland,2011,2026,26236,30285,4049,0.15432992834273518,1721.0,2327.0,4048.0,0.0,1.0,0.00003509264458169568,2016,0.0,15,true,55
1146,Tysvær,11,Rogaland,2011,2026,10191,11750,1559,0.1529781179472083,900.0,659.0,1559.0,0.0,0.0,0.0,2011,0.0,15,true,56
4225,Lyngdal,42,Agder,2011,2026,9475,10922,1447,0.15271767810026385,608.0,843.0,1447.0,-4.0,0.0,0.0,2011,0.0,15,true,57
3105,Sarpsborg,31,Østfold,2011,2026,52805,60614,7809,0.14788372313227913,598.0,7188.0,7809.0,23.0,0.0,0.0,2011,0.0,15,true,58
3450,Etnedal,34,Innlandet,2011,2026,1388,1593,205,0.14769452449567724,-143.0,351.0,205.0,-3.0,0.0,0.0,2011,0.0,15,true,59
3316,Modum,33,Buskerud,2011,2026,12940,14776,1836,0.1418856259659969,-77.0,1911.0,1836.0,2.0,0.0,0.0,2011,0.0,15,true,60
4216,Birkenes,42,Agder,2011,2026,4776,5447,671,0.14049413735343383,358.0,338.0,763.0,67.0,-92.0,0.017736649315596684,2018,0.0,15,false,
3413,Stange,34,Innlandet,2011,2026,19154,21839,2685,0.1401795969510285,95.0,2600.0,2685.0,-10.0,0.0,0.0,2011,0.0,15,true,61
3301,Drammen,33,Buskerud,2011,2026,92993,106013,13020,0.1400105384276236,3265.0,9696.0,13050.0,89.0,-30.0,0.00028470729145190903,2021,0.0,15,true,62
3220,Enebakk,32,Akershus,2011,2026,10262,11697,1435,0.13983628922237382,626.0,809.0,1435.0,0.0,0.0,0.0,2011,0.0,15,true,63
1103,Stavanger,11,Rogaland,2011,2026,133142,151669,18527,0.13915218338315483,11545.0,6902.0,18447.0,0.0,80.0,0.0005491642846079108,2019,0.0,15,true,64
1818,Herøy (Nordland),18,Nordland - Nordlánnda,2011,2026,1649,1874,225,0.13644633110976348,-52.0,274.0,225.0,3.0,0.0,0.0,2011,0.0,15,true,65
3112,Råde,31,Østfold,2011,2026,6946,7892,946,0.1361934926576447,-11.0,975.0,946.0,-18.0,0.0,0.0,2011,0.0,15,true,66
3110,Hvaler,31,Østfold,2011,2026,4160,4714,554,0.13317307692307692,-249.0,800.0,554.0,3.0,0.0,0.0,2011,0.0,15,true,67
4601,Bergen,46,Vestland,2011,2026,260392,294860,34468,0.13236965805401088,18255.0,16138.0,34467.0,74.0,1.0,3.6050196293318816e-6,2016,0.0,15,true,68
3120,Rakkestad,31,Østfold,2011,2026,7601,8583,982,0.12919352716747795,15.0,959.0,982.0,8.0,0.0,0.0,2011,0.0,15,true,69
1535,Vestnes,15,Møre og Romsdal,2011,2026,6504,7315,811,0.12469249692496925,-154.0,557.0,400.0,-3.0,411.0,0.0629210042865891,2020,0.0,15,false,
4612,Sveio,46,Vestland,2011,2026,5138,5766,628,0.12222654729466718,366.0,260.0,628.0,2.0,0.0,0.0,2011,0.0,15,true,70
3320,Flå,33,Buskerud,2011,2026,1000,1122,122,0.122,-95.0,214.0,122.0,3.0,0.0,0.0,2011,0.0,15,true,71
1804,Bodø,18,Nordland - Nordlánnda,2011,2026,47847,53638,5791,0.12103162162727026,3025.0,2765.0,5791.0,1.0,0.0,0.0,2011,0.0,15,true,72
1106,Haugesund,11,Rogaland,2011,2026,34619,38663,4044,0.11681446604465756,1298.0,2738.0,4044.0,8.0,0.0,0.0,2011,0.0,15,true,73
3405,Lillehammer,34,Innlandet,2011,2026,26571,29669,3098,0.11659327838621053,-28.0,3118.0,3113.0,23.0,-15.0,0.0005264450917769277,2021,0.0,15,true,74
1577,Volda,15,Møre og Romsdal,2011,2026,9862,11009,1147,0.11630500912593794,288.0,772.0,1066.0,6.0,81.0,0.010049280123683448,2019,0.0,15,false,
3907,Sandefjord,39,Vestfold,2011,2026,60149,67062,6913,0.11493125405243645,651.0,8456.0,9149.0,42.0,-2236.0,0.03503958116504242,2016,0.0,15,false,
4020,Midt-Telemark,40,Telemark,2011,2026,10017,11157,1140,0.11380652890086852,50.0,1525.0,1582.0,7.0,-442.0,0.040465073697702095,2019,0.0,15,false,
5037,Levanger - Levangke,50,Trøndelag - Trööndelage,2011,2026,18741,20807,2066,0.11023958166586628,784.0,1281.0,2067.0,2.0,-1.0,0.00005027146591594611,2017,0.0,15,true,75
5021,Oppdal,50,Trøndelag - Trööndelage,2011,2026,6691,7421,730,0.10910177850844417,-4.0,728.0,730.0,6.0,0.0,0.0,2011,0.0,15,true,76
3214,Frogn,32,Akershus,2011,2026,14814,16429,1615,0.10901849601728095,-117.0,1726.0,1615.0,6.0,0.0,0.0,2011,0.0,15,true,77
1506,Molde,15,Møre og Romsdal,2011,2026,30045,33291,3246,0.10803794308537194,808.0,2421.0,3247.0,18.0,-1.0,0.00003137747097583935,2017,0.0,15,true,78
4616,Tysnes,46,Vestland,2011,2026,2756,3053,297,0.10776487663280115,-113.0,405.0,297.0,5.0,0.0,0.0,2011,0.0,15,true,79
1822,Leirfjord,18,Nordland - Nordlánnda,2011,2026,2160,2392,232,0.10740740740740741,72.0,163.0,232.0,-3.0,0.0,0.0,2011,0.0,15,true,80
3236,Jevnaker,32,Akershus,2011,2026,6359,7040,681,0.10709231011165278,-68.0,747.0,681.0,2.0,0.0,0.0,2011,0.0,15,true,81
1160,Vindafjord,11,Rogaland,2011,2026,8298,9181,883,0.10641118341769101,389.0,494.0,883.0,0.0,0.0,0.0,2011,0.0,15,true,82
4219,Evje og Hornnes,42,Agder,2011,2026,3475,3842,367,0.10561151079136691,-1.0,343.0,275.0,-67.0,92.0,0.025379310344827585,2018,0.0,15,false,
4615,Fitjar,46,Vestland,2011,2026,2929,3237,308,0.10515534312051895,111.0,197.0,308.0,0.0,0.0,0.0,2011,0.0,15,true,83
4641,Aurland,46,Vestland,2011,2026,1689,1866,177,0.10479573712255773,-52.0,229.0,177.0,0.0,0.0,0.0,2011,0.0,15,true,84
4203,Arendal,42,Agder,2011,2026,42229,46603,4374,0.10357810982973786,437.0,3901.0,4369.0,31.0,5.0,0.000045133482273824835,2016,0.0,15,true,85
3305,Ringerike,33,Buskerud,2011,2026,28946,31942,2996,0.10350307469080357,-630.0,3596.0,2996.0,30.0,0.0,0.0,2011,0.0,15,true,86
4649,Stad,46,Vestland,2011,2026,8715,9616,901,0.1033849684452094,82.0,290.0,368.0,-4.0,533.0,0.059901101371094626,2019,0.0,15,false,
5057,Ørland,50,Trøndelag - Trööndelage,2011,2026,9703,10706,1003,0.10337009172420901,67.0,932.0,1003.0,4.0,0.0,0.0,2011,0.0,15,true,87
4621,Voss,46,Vestland,2011,2026,14904,16438,1534,0.10292538915727321,102.0,1353.0,1469.0,14.0,65.0,0.0041819468571060925,2019,0.0,15,true,88
4630,Osterøy,46,Vestland,2011,2026,7465,8231,766,0.10261219022103148,349.0,417.0,766.0,0.0,0.0,0.0,2011,0.0,15,true,89
3411,Ringsaker,34,Innlandet,2011,2026,32842,36199,3357,0.10221667377139029,-131.0,3490.0,3357.0,-2.0,0.0,0.0,2011,0.0,15,true,90
3116,Skiptvet,31,Østfold,2011,2026,3576,3940,364,0.1017897091722595,14.0,348.0,364.0,2.0,0.0,0.0,2011,0.0,15,true,91
4647,Sunnfjord,46,Vestland,2011,2026,20713,22804,2091,0.10095109351614928,1573.0,512.0,2091.0,6.0,0.0,0.0,2011,0.0,15,true,92
1149,Karmøy,11,Rogaland,2011,2026,40063,43990,3927,0.09802061752739435,2454.0,1457.0,3927.0,16.0,0.0,0.0,2011,0.0,15,true,93
3420,Elverum,34,Innlandet,2011,2026,19979,21937,1958,0.09800290304820061,5.0,1945.0,1958.0,8.0,0.0,0.0,2011,0.0,15,true,94
3101,Halden,31,Østfold,2011,2026,29220,32082,2862,0.09794661190965093,-428.0,3283.0,2862.0,7.0,0.0,0.0,2011,0.0,15,true,95
1865,Vågan,18,Nordland - Nordlánnda,2011,2026,9023,9905,882,0.09775019394879751,4.0,879.0,882.0,-1.0,0.0,0.0,2011,0.0,15,true,96
4613,Bømlo,46,Vestland,2011,2026,11421,12531,1110,0.09718938796952982,480.0,624.0,1110.0,6.0,0.0,0.0,2011,0.0,15,true,97
1517,Hareid,15,Møre og Romsdal,2011,2026,4932,5411,479,0.09712084347120843,180.0,298.0,479.0,1.0,0.0,0.0,2011,0.0,15,true,98
1144,Kvitsøy,11,Rogaland,2011,2026,528,579,51,0.09659090909090909,-16.0,67.0,51.0,0.0,0.0,0.0,2011,0.0,15,true,99
4226,Hægebostad,42,Agder,2011,2026,1639,1794,155,0.09456985967053082,99.0,56.0,155.0,0.0,0.0,0.0,2011,0.0,15,true,100
3234,Lunner,32,Akershus,2011,2026,8654,9463,809,0.0934827825283106,170.0,627.0,809.0,12.0,0.0,0.0,2011,0.0,15,true,101
4003,Skien,40,Telemark,2011,2026,52077,56906,4829,0.09272807573400925,435.0,4363.0,4829.0,31.0,0.0,0.0,2011,0.0,15,true,102
1114,Bjerkreim,11,Rogaland,2011,2026,2651,2894,243,0.09166352319879291,145.0,98.0,243.0,0.0,0.0,0.0,2011,0.0,15,true,103
4644,Luster,46,Vestland,2011,2026,5023,5478,455,0.09058331674298228,75.0,378.0,455.0,2.0,0.0,0.0,2011,0.0,15,true,104
1870,Sortland - Suortá,18,Nordland - Nordlánnda,2011,2026,9856,10748,892,0.09050324675324675,248.0,634.0,892.0,10.0,0.0,0.0,2011,0.0,15,true,105
1554,Averøy,15,Møre og Romsdal,2011,2026,5520,6007,487,0.08822463768115942,-35.0,519.0,486.0,2.0,1.0,0.00017096939647803043,2019,0.0,15,true,106
3909,Larvik,39,Vestfold,2011,2026,45058,49022,3964,0.08797549824670425,-513.0,4442.0,3964.0,35.0,0.0,0.0,2011,0.0,15,true,107
5060,Nærøysund,50,Trøndelag - Trööndelage,2011,2026,9134,9920,786,0.08605211298445369,187.0,640.0,838.0,11.0,-52.0,0.00538860103626943,2019,0.0,15,false,
5047,Overhalla,50,Trøndelag - Trööndelage,2011,2026,3636,3944,308,0.0847084708470847,111.0,197.0,308.0,0.0,0.0,0.0,2011,0.0,15,true,108
1101,Eigersund,11,Rogaland,2011,2026,14346,15546,1200,0.0836470096194061,568.0,621.0,1200.0,11.0,0.0,0.0,2011,0.0,15,true,109
1145,Bokn,11,Rogaland,2011,2026,837,907,70,0.08363201911589008,4.0,65.0,70.0,1.0,0.0,0.0,2011,0.0,15,true,110
3328,Ål,33,Buskerud,2011,2026,4713,5106,393,0.08338637810311904,-167.0,542.0,393.0,18.0,0.0,0.0,2011,0.0,15,true,111
4614,Stord,46,Vestland,2011,2026,17804,19276,1472,0.08267804987643226,1170.0,299.0,1472.0,3.0,0.0,0.0,2011,0.0,15,true,112
3911,Færder,39,Vestfold,2011,2026,25635,27743,2108,0.08223132436122489,-330.0,2407.0,2108.0,31.0,0.0,0.0,2011,0.0,15,true,113
3901,Horten,39,Vestfold,2011,2026,26036,28173,2137,0.08207866031648486,-288.0,2374.0,2128.0,42.0,9.0,0.00036584473549425625,2019,0.0,15,true,114
3407,Gjøvik,34,Innlandet,2011,2026,28974,31350,2376,0.08200455580865604,-369.0,2765.0,2376.0,-20.0,0.0,0.0,2011,0.0,15,true,115
4205,Lindesnes,42,Agder,2011,2026,21911,23702,1791,0.08173976541463192,449.0,1323.0,1792.0,20.0,-1.0,0.000043650966868916145,2019,0.0,15,true,116
3412,Løten,34,Innlandet,2011,2026,7353,7951,598,0.08132734938120495,-101.0,695.0,598.0,4.0,0.0,0.0,2011,0.0,15,true,117
4005,Notodden,40,Telemark,2011,2026,12396,13389,993,0.08010648596321394,-440.0,994.0,551.0,-3.0,442.0,0.03485254691689008,2019,0.0,15,false,
4213,Tvedestrand,42,Agder,2011,2026,5969,6430,461,0.0772323672306919,-181.0,539.0,360.0,2.0,101.0,0.015973430333702358,2024,0.0,15,false,
5038,Verdal,50,Trøndelag - Trööndelage,2011,2026,14334,15435,1101,0.0768103809125157,237.0,861.0,1099.0,1.0,2.0,0.00013468920466024647,2017,0.0,15,true,118
1860,Vestvågøy,18,Nordland - Nordlánnda,2011,2026,10780,11606,826,0.07662337662337662,70.0,761.0,826.0,-5.0,0.0,0.0,2011,0.0,15,true,119
3334,Flesberg,33,Buskerud,2011,2026,2592,2790,198,0.0763888888888889,5.0,196.0,198.0,-3.0,0.0,0.0,2011,0.0,15,true,120
4030,Nissedal,40,Telemark,2011,2026,1405,1509,104,0.07402135231316725,-19.0,121.0,104.0,2.0,0.0,0.0,2011,0.0,15,true,121
4227,Kvinesdal,42,Agder,2011,2026,5816,6242,426,0.07324621733149932,72.0,336.0,426.0,18.0,0.0,0.0,2011,0.0,15,true,122
4629,Modalen,46,Vestland,2011,2026,370,397,27,0.07297297297297298,-11.0,38.0,27.0,0.0,0.0,0.0,2011,0.0,15,true,123
3324,Gol,33,Buskerud,2011,2026,4572,4902,330,0.07217847769028872,-90.0,422.0,330.0,-2.0,0.0,0.0,2011,0.0,15,true,124
4222,Bykle,42,Agder,2011,2026,989,1057,68,0.06875631951466127,61.0,9.0,68.0,-2.0,0.0,0.0,2011,0.0,15,true,125
4001,Porsgrunn,40,Telemark,2011,2026,35043,37435,2392,0.06825899609051736,-405.0,2800.0,2392.0,-3.0,0.0,0.0,2011,0.0,15,true,126
1580,Haram,15,Møre og Romsdal,2011,2026,8857,9460,603,0.06808174325392345,151.0,453.0,598.0,-6.0,5.0,0.996696152616434,2023,4.0,15,false,
4228,Sirdal,42,Agder,2011,2026,1791,1911,120,0.06700167504187604,27.0,90.0,120.0,3.0,0.0,0.0,2011,0.0,15,true,127
1520,Ørsta,15,Møre og Romsdal,2011,2026,10373,11068,695,0.06700086763713486,270.0,521.0,799.0,8.0,-104.0,0.009579073408860644,2019,0.0,15,false,
5032,Selbu,50,Trøndelag - Trööndelage,2011,2026,3996,4258,262,0.06556556556556556,-126.0,386.0,262.0,2.0,0.0,0.0,2011,0.0,15,true,128
3443,Vestre Toten,34,Innlandet,2011,2026,12803,13612,809,0.06318831523861596,-246.0,1056.0,809.0,-1.0,0.0,0.0,2011,0.0,15,true,129
4218,Iveland,42,Agder,2011,2026,1305,1386,81,0.06206896551724138,99.0,-19.0,81.0,1.0,0.0,0.0,2011,0.0,15,true,130
1557,Gjemnes,15,Møre og Romsdal,2011,2026,2582,2740,158,0.061192873741285826,-42.0,200.0,158.0,0.0,0.0,0.0,2011,0.0,15,true,131
1579,Hustadvika,15,Møre og Romsdal,2011,2026,12762,13538,776,0.06080551637674346,430.0,333.0,776.0,13.0,0.0,0.0,2011,0.0,15,true,132
1866,Hadsel,18,Nordland - Nordlánnda,2011,2026,7924,8374,450,0.056789500252397776,-141.0,578.0,450.0,13.0,0.0,0.0,2011,0.0,15,true,133
4206,Farsund,42,Agder,2011,2026,9415,9949,534,0.05671800318640467,69.0,457.0,534.0,8.0,0.0,0.0,2011,0.0,15,true,134
4632,Austrheim,46,Vestland,2011,2026,2789,2947,158,0.05665112943707422,19.0,139.0,158.0,0.0,0.0,0.0,2011,0.0,15,true,135
3453,Øystre Slidre,34,Innlandet,2011,2026,3171,3347,176,0.055502995900346894,-63.0,224.0,165.0,4.0,11.0,0.0034066274388355527,2020,0.0,15,true,136
1515,Herøy (Møre og Romsdal),15,Møre og Romsdal,2011,2026,8533,9003,470,0.055080276573303645,170.0,304.0,470.0,-4.0,0.0,0.0,2011,0.0,15,true,137
5503,Harstad - Hárstták,55,Troms - Romsa - Tromssa,2011,2026,23899,25204,1305,0.05460479517971463,567.0,747.0,1305.0,-9.0,0.0,0.0,2011,0.0,15,true,138
4611,Etne,46,Vestland,2011,2026,3909,4115,206,0.05269889997441801,94.0,112.0,206.0,0.0,0.0,0.0,2011,0.0,15,true,139
5053,Inderøy,50,Trøndelag - Trööndelage,2011,2026,6717,7066,349,0.051957719219889835,63.0,275.0,349.0,11.0,0.0,0.0002977519726068185,2011,0.0,15,true,140
3318,Krødsherad,33,Buskerud,2011,2026,2164,2276,112,0.051756007393715345,-73.0,179.0,112.0,6.0,0.0,0.0,2011,0.0,15,true,141
5036,Frosta,50,Trøndelag - Trööndelage,2011,2026,2538,2667,129,0.0508274231678487,-59.0,187.0,129.0,1.0,0.0,0.0,2011,0.0,15,true,142
3336,Rollag,33,Buskerud,2011,2026,1382,1452,70,0.05065123010130246,-59.0,134.0,70.0,-5.0,0.0,0.0,2011,0.0,15,true,143
3122,Marker,31,Østfold,2011,2026,3476,3647,171,0.04919447640966628,-188.0,363.0,171.0,-4.0,0.0,0.0,2011,0.0,15,true,144
